ticker,trade_date,expiry,dte,strike,mid,bid,ask,spot,volume,iv,rate,div_yield
SPY,2026-05-25,2026-05-26,1,695.0,51.065,49.67,52.46,745.6400146484375,5,0.6008340698242189,0.04,0.013
SPY,2026-05-25,2026-05-26,1,696.0,50.08,48.67,51.49,745.6400146484375,0,0.5943644079589845,0.04,0.013
SPY,2026-05-25,2026-05-26,1,697.0,49.075,47.67,50.48,745.6400146484375,5,0.5843547424316407,0.04,0.013
SPY,2026-05-25,2026-05-26,1,698.0,48.075,46.67,49.48,745.6400146484375,4,0.5751995605468749,0.04,0.013
SPY,2026-05-25,2026-05-26,1,700.0,46.07,44.67,47.47,745.6400146484375,212,0.5559126440429689,0.04,0.013
SPY,2026-05-25,2026-05-26,1,701.0,45.075,43.68,46.47,745.6400146484375,1,0.5467574621582032,0.04,0.013
SPY,2026-05-25,2026-05-26,1,702.0,44.085,42.68,45.49,745.6400146484375,5,0.5390671093750001,0.04,0.013
SPY,2026-05-25,2026-05-26,1,703.0,43.09,41.68,44.5,745.6400146484375,2,0.5306443420410156,0.04,0.013
SPY,2026-05-25,2026-05-26,1,704.0,42.085,40.68,43.49,745.6400146484375,3,0.5205126074218749,0.04,0.013
SPY,2026-05-25,2026-05-26,1,705.0,41.085,39.68,42.49,745.6400146484375,10,0.5112353564453125,0.04,0.013
SPY,2026-05-25,2026-05-26,1,706.0,40.084999999999994,38.69,41.48,745.6400146484375,7,0.501103621826172,0.04,0.013
SPY,2026-05-25,2026-05-26,1,707.0,39.084999999999994,37.69,40.48,745.6400146484375,1,0.49170430175781255,0.04,0.013
SPY,2026-05-25,2026-05-26,1,708.0,38.09,36.69,39.49,745.6400146484375,6,0.4831594653320313,0.04,0.013
SPY,2026-05-25,2026-05-26,1,709.0,37.095,35.69,38.5,745.6400146484375,1,0.47437049072265625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,710.0,36.09,34.69,37.49,745.6400146484375,14,0.4642387561035156,0.04,0.013
SPY,2026-05-25,2026-05-26,1,711.0,35.095,33.7,36.49,745.6400146484375,1,0.4547173669433594,0.04,0.013
SPY,2026-05-25,2026-05-26,1,712.0,34.105000000000004,32.7,35.51,745.6400146484375,1,0.4466608068847656,0.04,0.013
SPY,2026-05-25,2026-05-26,1,713.0,32.895,31.95,33.84,745.6400146484375,1,0.38477177734374995,0.04,0.013
SPY,2026-05-25,2026-05-26,1,714.0,32.105000000000004,30.71,33.5,745.6400146484375,20,0.42676354492187507,0.04,0.013
SPY,2026-05-25,2026-05-26,1,715.0,31.105,30.36,31.85,745.6400146484375,126,0.3676821044921875,0.04,0.013
SPY,2026-05-25,2026-05-26,1,716.0,29.91,28.96,30.86,745.6400146484375,2,0.35962554443359374,0.04,0.013
SPY,2026-05-25,2026-05-26,1,717.0,28.915,27.97,29.86,745.6400146484375,5,0.3505924316406249,0.04,0.013
SPY,2026-05-25,2026-05-26,1,718.0,27.91,26.96,28.86,745.6400146484375,7,0.3415593188476562,0.04,0.013
SPY,2026-05-25,2026-05-26,1,719.0,26.92,25.97,27.87,745.6400146484375,39,0.3332586206054688,0.04,0.013
SPY,2026-05-25,2026-05-26,1,720.0,25.924999999999997,24.97,26.88,745.6400146484375,721,0.32471378417968744,0.04,0.013
SPY,2026-05-25,2026-05-26,1,721.0,24.85,23.98,25.72,745.6400146484375,75,0.30322962402343745,0.04,0.013
SPY,2026-05-25,2026-05-26,1,722.0,23.939999999999998,22.98,24.9,745.6400146484375,10,0.30774618041992186,0.04,0.013
SPY,2026-05-25,2026-05-26,1,723.0,22.955,22.0,23.91,745.6400146484375,3,0.2990792749023437,0.04,0.013
SPY,2026-05-25,2026-05-26,1,724.0,21.92,21.0,22.84,745.6400146484375,76,0.2846751220703124,0.04,0.013
SPY,2026-05-25,2026-05-26,1,725.0,20.98,20.45,21.51,745.6400146484375,338,0.25049577636718745,0.04,0.013
SPY,2026-05-25,2026-05-26,1,726.0,19.78,19.04,20.52,745.6400146484375,1445,0.24231714721679687,0.04,0.013
SPY,2026-05-25,2026-05-26,1,727.0,19.08,18.71,19.45,745.6400146484375,3375,0.22779092529296874,0.04,0.013
SPY,2026-05-25,2026-05-26,1,728.0,18.15,17.54,18.76,745.6400146484375,2671,0.24134059448242187,0.04,0.013
SPY,2026-05-25,2026-05-26,1,729.0,17.09,16.23,17.95,745.6400146484375,1662,0.24414818359375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,730.0,16.12,15.62,16.62,745.6400146484375,1054,0.21289849609375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,731.0,15.075,14.59,15.56,745.6400146484375,6,0.1992267578125,0.04,0.013
SPY,2026-05-25,2026-05-26,1,732.0,14.155,13.7,14.61,745.6400146484375,832,0.19312330322265625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,733.0,13.275,12.91,13.64,745.6400146484375,396,0.18531088134765622,0.04,0.013
SPY,2026-05-25,2026-05-26,1,734.0,12.350000000000001,12.06,12.64,745.6400146484375,692,0.17542328491210937,0.04,0.013
SPY,2026-05-25,2026-05-26,1,735.0,11.535,11.36,11.71,745.6400146484375,2522,0.1694418994140625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,736.0,10.69,10.62,10.76,745.6400146484375,818,0.16187361572265624,0.04,0.013
SPY,2026-05-25,2026-05-26,1,737.0,9.785,9.72,9.85,745.6400146484375,425,0.15613636840820314,0.04,0.013
SPY,2026-05-25,2026-05-26,1,738.0,8.895,8.83,8.96,745.6400146484375,1260,0.1506432592773438,0.04,0.013
SPY,2026-05-25,2026-05-26,1,739.0,8.025,7.96,8.09,745.6400146484375,2785,0.14539428833007811,0.04,0.013
SPY,2026-05-25,2026-05-26,1,740.0,7.175000000000001,7.11,7.24,745.6400146484375,1884,0.14020635192871095,0.04,0.013
SPY,2026-05-25,2026-05-26,1,741.0,6.355,6.29,6.42,745.6400146484375,1655,0.13538462280273442,0.04,0.013
SPY,2026-05-25,2026-05-26,1,742.0,5.5600000000000005,5.5,5.62,745.6400146484375,3397,0.13019668640136717,0.04,0.013
SPY,2026-05-25,2026-05-26,1,743.0,4.8100000000000005,4.75,4.87,745.6400146484375,3906,0.1258021990966797,0.04,0.013
SPY,2026-05-25,2026-05-26,1,744.0,4.09,4.04,4.14,745.6400146484375,6680,0.12079736633300782,0.04,0.013
SPY,2026-05-25,2026-05-26,1,745.0,3.425,3.38,3.47,745.6400146484375,18072,0.11646391357421876,0.04,0.013
SPY,2026-05-25,2026-05-26,1,746.0,2.835,2.83,2.84,745.6400146484375,32510,0.11182528808593749,0.04,0.013
SPY,2026-05-25,2026-05-26,1,747.0,2.315,2.3,2.33,745.6400146484375,60149,0.10962804443359375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,748.0,1.85,1.84,1.86,745.6400146484375,59362,0.1069425244140625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,749.0,1.4449999999999998,1.44,1.45,745.6400146484375,29986,0.10419596984863279,0.04,0.013
SPY,2026-05-25,2026-05-26,1,750.0,1.12,1.11,1.13,745.6400146484375,65468,0.10291424438476562,0.04,0.013
SPY,2026-05-25,2026-05-26,1,751.0,0.855,0.85,0.86,745.6400146484375,17750,0.10151044982910155,0.04,0.013
SPY,2026-05-25,2026-05-26,1,752.0,0.64,0.63,0.65,745.6400146484375,17384,0.10071700073242187,0.04,0.013
SPY,2026-05-25,2026-05-26,1,753.0,0.475,0.47,0.48,745.6400146484375,12133,0.09986251708984376,0.04,0.013
SPY,2026-05-25,2026-05-26,1,754.0,0.355,0.35,0.36,745.6400146484375,12563,0.1001066552734375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,755.0,0.265,0.26,0.27,745.6400146484375,19919,0.100594931640625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,756.0,0.20500000000000002,0.2,0.21,745.6400146484375,8406,0.10230389892578123,0.04,0.013
SPY,2026-05-25,2026-05-26,1,757.0,0.155,0.15,0.16,745.6400146484375,7737,0.10352458984374999,0.04,0.013
SPY,2026-05-25,2026-05-26,1,758.0,0.125,0.12,0.13,745.6400146484375,8072,0.10621010986328125,0.04,0.013
SPY,2026-05-25,2026-05-26,1,759.0,0.10500000000000001,0.1,0.11,745.6400146484375,10698,0.10938390625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,760.0,0.095,0.09,0.1,745.6400146484375,14995,0.11426666992187501,0.04,0.013
SPY,2026-05-25,2026-05-26,1,761.0,0.07500000000000001,0.07,0.08,745.6400146484375,3121,0.116219775390625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,762.0,0.065,0.06,0.07,745.6400146484375,4468,0.11963770996093749,0.04,0.013
SPY,2026-05-25,2026-05-26,1,763.0,0.055,0.05,0.06,745.6400146484375,927,0.12305564453125001,0.04,0.013
SPY,2026-05-25,2026-05-26,1,764.0,0.055,0.05,0.06,745.6400146484375,3490,0.1289149609375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,765.0,0.045,0.04,0.05,745.6400146484375,1669,0.1313563427734375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,766.0,0.045,0.04,0.05,745.6400146484375,1446,0.13672738281250002,0.04,0.013
SPY,2026-05-25,2026-05-26,1,767.0,0.035,0.03,0.04,745.6400146484375,1342,0.13868048828125001,0.04,0.013
SPY,2026-05-25,2026-05-26,1,768.0,0.035,0.03,0.04,745.6400146484375,1217,0.143563251953125,0.04,0.013
SPY,2026-05-25,2026-05-26,1,769.0,0.035,0.03,0.04,745.6400146484375,754,0.149422568359375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,770.0,0.025,0.02,0.03,745.6400146484375,1156,0.149422568359375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,771.0,0.025,0.02,0.03,745.6400146484375,773,0.15430533203125002,0.04,0.013
SPY,2026-05-25,2026-05-26,1,772.0,0.025,0.02,0.03,745.6400146484375,84,0.1601646484375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,773.0,0.025,0.02,0.03,745.6400146484375,408,0.165047412109375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,774.0,0.025,0.02,0.03,745.6400146484375,375,0.16993017578125003,0.04,0.013
SPY,2026-05-25,2026-05-26,1,775.0,0.025,0.02,0.03,745.6400146484375,148,0.1757894921875,0.04,0.013
SPY,2026-05-25,2026-05-26,1,780.0,0.015,0.01,0.02,745.6400146484375,787,0.1914143359375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,785.0,0.015,0.01,0.02,745.6400146484375,689,0.2148516015625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,790.0,0.01,0.0,0.01,745.6400146484375,9,0.22266402343749997,0.04,0.013
SPY,2026-05-25,2026-05-26,1,795.0,0.01,0.0,0.01,745.6400146484375,693,0.2461012890625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,800.0,0.01,0.0,0.01,745.6400146484375,10,0.26563234375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,805.0,0.01,0.0,0.01,745.6400146484375,26,0.2890696093749999,0.04,0.013
SPY,2026-05-25,2026-05-26,1,810.0,0.01,0.0,0.01,745.6400146484375,6,0.3086006640625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,815.0,0.02,0.0,0.01,745.6400146484375,18,0.32813171874999997,0.04,0.013
SPY,2026-05-25,2026-05-26,1,820.0,0.01,0.0,0.01,745.6400146484375,0,0.35156898437499995,0.04,0.013
SPY,2026-05-25,2026-05-26,1,825.0,0.01,0.0,0.01,745.6400146484375,22,0.3711000390625,0.04,0.013
SPY,2026-05-25,2026-05-26,1,830.0,0.01,0.0,0.01,745.6400146484375,2,0.39063109375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,835.0,0.01,0.0,0.01,745.6400146484375,0,0.414068359375,0.04,0.013
SPY,2026-05-25,2026-05-26,1,840.0,0.01,0.0,0.01,745.6400146484375,14,0.42969320312500003,0.04,0.013
SPY,2026-05-25,2026-05-27,1,505.0,241.075,239.68,242.47,745.6400146484375,0,1.6474627001953124,0.04,0.013
SPY,2026-05-25,2026-05-27,1,595.0,151.07999999999998,149.7,152.46,745.6400146484375,0,1.0190478735351562,0.04,0.013
SPY,2026-05-25,2026-05-27,1,645.0,101.11500000000001,99.72,102.51,745.6400146484375,0,0.7041045214843751,0.04,0.013
SPY,2026-05-25,2026-05-27,1,650.0,96.13,94.72,97.54,745.6400146484375,1,0.6757844921875001,0.04,0.013
SPY,2026-05-25,2026-05-27,1,660.0,86.14,84.73,87.55,745.6400146484375,1,0.6137733935546876,0.04,0.013
SPY,2026-05-25,2026-05-27,1,665.0,81.13,79.73,82.53,745.6400146484375,1,0.5795940478515625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,670.0,76.15,74.74,77.56,745.6400146484375,1,0.5515181567382813,0.04,0.013
SPY,2026-05-25,2026-05-27,1,675.0,71.14,69.74,72.54,745.6400146484375,0,0.51758294921875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,680.0,66.16,64.75,67.57,745.6400146484375,1,0.6472203247070312,0.04,0.013
SPY,2026-05-25,2026-05-27,1,685.0,61.15,59.75,62.55,745.6400146484375,0,0.6062051098632814,0.04,0.013
SPY,2026-05-25,2026-05-27,1,690.0,56.16,54.76,57.56,745.6400146484375,2,0.5676312768554688,0.04,0.013
SPY,2026-05-25,2026-05-27,1,692.0,54.16,52.76,55.56,745.6400146484375,6,0.551762294921875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,693.0,53.18000000000001,51.77,54.59,745.6400146484375,0,0.5461471166992189,0.04,0.013
SPY,2026-05-25,2026-05-27,1,694.0,52.17,50.77,53.57,745.6400146484375,1,0.5366257275390626,0.04,0.013
SPY,2026-05-25,2026-05-27,1,695.0,51.17,49.77,52.57,745.6400146484375,0,0.5286912365722658,0.04,0.013
SPY,2026-05-25,2026-05-27,1,698.0,48.19,46.78,49.6,745.6400146484375,2,0.506840869140625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,699.0,47.18,45.78,48.58,745.6400146484375,1,0.4974415490722657,0.04,0.013
SPY,2026-05-25,2026-05-27,1,700.0,46.18,44.78,47.58,745.6400146484375,20,0.489384989013672,0.04,0.013
SPY,2026-05-25,2026-05-27,1,701.0,45.2,43.79,46.61,745.6400146484375,0,0.48340360351562506,0.04,0.013
SPY,2026-05-25,2026-05-27,1,702.0,44.19,42.79,45.59,745.6400146484375,19,0.4738822143554688,0.04,0.013
SPY,2026-05-25,2026-05-27,1,703.0,43.19,41.79,44.59,745.6400146484375,0,0.46582565429687506,0.04,0.013
SPY,2026-05-25,2026-05-27,1,704.0,42.209999999999994,40.8,43.62,745.6400146484375,1,0.45972219970703126,0.04,0.013
SPY,2026-05-25,2026-05-27,1,705.0,41.2,39.8,42.6,745.6400146484375,12,0.450200810546875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,706.0,40.22,38.81,41.63,745.6400146484375,0,0.44397528686523435,0.04,0.013
SPY,2026-05-25,2026-05-27,1,707.0,39.21,37.81,40.61,745.6400146484375,1,0.43445389770507814,0.04,0.013
SPY,2026-05-25,2026-05-27,1,708.0,38.230000000000004,36.82,39.64,745.6400146484375,1,0.4282283740234375,0.04,0.013
SPY,2026-05-25,2026-05-27,1,709.0,37.22,35.82,38.62,745.6400146484375,0,0.4185849157714844,0.04,0.013
SPY,2026-05-25,2026-05-27,1,710.0,36.235,34.83,37.64,745.6400146484375,4,0.4116269775390625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,711.0,35.239999999999995,33.83,36.65,745.6400146484375,0,0.4039366247558594,0.04,0.013
SPY,2026-05-25,2026-05-27,1,712.0,34.24,32.85,35.63,745.6400146484375,2,0.3942931665039063,0.04,0.013
SPY,2026-05-25,2026-05-27,1,713.0,33.25,31.86,34.64,745.6400146484375,2,0.3864807446289062,0.04,0.013
SPY,2026-05-25,2026-05-27,1,714.0,32.254999999999995,30.86,33.65,745.6400146484375,0,0.3786683227539062,0.04,0.013
SPY,2026-05-25,2026-05-27,1,715.0,31.269999999999996,29.88,32.66,745.6400146484375,86,0.37085590087890624,0.04,0.013
SPY,2026-05-25,2026-05-27,1,716.0,30.28,28.89,31.67,745.6400146484375,10,0.3629214099121094,0.04,0.013
SPY,2026-05-25,2026-05-27,1,717.0,29.305,27.9,30.71,745.6400146484375,1634,0.3566348516845703,0.04,0.013
SPY,2026-05-25,2026-05-27,1,718.0,28.25,27.97,28.53,745.6400146484375,2133,0.27149166015625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,719.0,27.225,26.9,27.55,745.6400146484375,3133,0.2655102746582031,0.04,0.013
SPY,2026-05-25,2026-05-27,1,720.0,26.245,25.92,26.57,745.6400146484375,9140,0.25952888916015626,0.04,0.013
SPY,2026-05-25,2026-05-27,1,721.0,25.259999999999998,24.94,25.58,745.6400146484375,2870,0.25269302001953126,0.04,0.013
SPY,2026-05-25,2026-05-27,1,722.0,24.285,23.96,24.61,745.6400146484375,2307,0.247077841796875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,723.0,23.305,22.98,23.63,745.6400146484375,5236,0.24073024902343748,0.04,0.013
SPY,2026-05-25,2026-05-27,1,724.0,22.335,22.01,22.66,745.6400146484375,2468,0.23499300170898438,0.04,0.013
SPY,2026-05-25,2026-05-27,1,725.0,21.365000000000002,21.04,21.69,745.6400146484375,3431,0.22901161621093752,0.04,0.013
SPY,2026-05-25,2026-05-27,1,726.0,20.4,20.08,20.72,745.6400146484375,3296,0.22290816162109373,0.04,0.013
SPY,2026-05-25,2026-05-27,1,727.0,19.48,19.2,19.76,745.6400146484375,6098,0.2172929833984375,0.04,0.013
SPY,2026-05-25,2026-05-27,1,728.0,18.515,18.23,18.8,745.6400146484375,397,0.21143366699218746,0.04,0.013
SPY,2026-05-25,2026-05-27,1,729.0,17.549999999999997,17.27,17.83,745.6400146484375,3972,0.20471986694335934,0.04,0.013
SPY,2026-05-25,2026-05-27,1,730.0,16.58,16.26,16.9,745.6400146484375,3927,0.20014227600097656,0.04,0.013
SPY,2026-05-25,2026-05-27,1,731.0,15.685,15.41,15.96,745.6400146484375,321,0.1947102014160156,0.04,0.013
SPY,2026-05-25,2026-05-27,1,732.0,14.71,14.41,15.01,745.6400146484375,225,0.18842364318847654,0.04,0.013
SPY,2026-05-25,2026-05-27,1,733.0,13.835,13.58,14.09,745.6400146484375,34,0.18335777587890623,0.04,0.013
SPY,2026-05-25,2026-05-27,1,734.0,12.899999999999999,12.62,13.18,745.6400146484375,47,0.1783529431152344,0.04,0.013
SPY,2026-05-25,2026-05-27,1,735.0,12.035,11.81,12.26,745.6400146484375,57,0.1724936267089844,0.04,0.013
SPY,2026-05-25,2026-05-27,1,736.0,11.115,10.88,11.35,745.6400146484375,360,0.1667563793945313,0.04,0.013
SPY,2026-05-25,2026-05-27,1,737.0,10.254999999999999,10.03,10.48,745.6400146484375,297,0.16217878845214845,0.04,0.013
SPY,2026-05-25,2026-05-27,1,738.0,9.39,9.19,9.59,745.6400146484375,127,0.1562584375,0.04,0.013
SPY,2026-05-25,2026-05-27,1,739.0,8.61,8.42,8.8,745.6400146484375,97,0.15357291748046875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,740.0,7.785,7.58,7.99,745.6400146484375,437,0.14936153381347655,0.04,0.013
SPY,2026-05-25,2026-05-27,1,741.0,7.02,6.88,7.16,745.6400146484375,243,0.14368532104492188,0.04,0.013
SPY,2026-05-25,2026-05-27,1,742.0,6.26,6.16,6.36,745.6400146484375,394,0.13831428100585938,0.04,0.013
SPY,2026-05-25,2026-05-27,1,743.0,5.545,5.45,5.64,745.6400146484375,758,0.13471324279785157,0.04,0.013
SPY,2026-05-25,2026-05-27,1,744.0,4.859999999999999,4.76,4.96,745.6400146484375,1164,0.13141737731933595,0.04,0.013
SPY,2026-05-25,2026-05-27,1,745.0,4.23,4.16,4.3,745.6400146484375,3590,0.12757220092773439,0.04,0.013
SPY,2026-05-25,2026-05-27,1,746.0,3.665,3.65,3.68,745.6400146484375,5877,0.12384909362792969,0.04,0.013
SPY,2026-05-25,2026-05-27,1,747.0,3.115,3.1,3.13,745.6400146484375,12176,0.12098046997070314,0.04,0.013
SPY,2026-05-25,2026-05-27,1,748.0,2.62,2.61,2.63,745.6400146484375,9580,0.11829494995117187,0.04,0.013
SPY,2026-05-25,2026-05-27,1,749.0,2.1799999999999997,2.17,2.19,745.6400146484375,4219,0.11615874084472656,0.04,0.013
SPY,2026-05-25,2026-05-27,1,750.0,1.79,1.78,1.8,745.6400146484375,8587,0.11408356628417969,0.04,0.013
SPY,2026-05-25,2026-05-27,1,751.0,1.455,1.44,1.47,745.6400146484375,3352,0.11261873718261718,0.04,0.013
SPY,2026-05-25,2026-05-27,1,752.0,1.165,1.15,1.18,745.6400146484375,5591,0.1110318389892578,0.04,0.013
SPY,2026-05-25,2026-05-27,1,753.0,0.92,0.91,0.93,745.6400146484375,1440,0.10938390625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,754.0,0.72,0.71,0.73,745.6400146484375,2104,0.10828528442382812,0.04,0.013
SPY,2026-05-25,2026-05-27,1,755.0,0.555,0.55,0.56,745.6400146484375,2948,0.1069425244140625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,756.0,0.43,0.42,0.44,745.6400146484375,4829,0.10682045532226564,0.04,0.013
SPY,2026-05-25,2026-05-27,1,757.0,0.325,0.32,0.33,745.6400146484375,1618,0.10584390258789061,0.04,0.013
SPY,2026-05-25,2026-05-27,1,758.0,0.25,0.24,0.26,745.6400146484375,2066,0.106454248046875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,759.0,0.195,0.19,0.2,745.6400146484375,947,0.10669838623046876,0.04,0.013
SPY,2026-05-25,2026-05-27,1,760.0,0.155,0.15,0.16,745.6400146484375,2291,0.1079190771484375,0.04,0.013
SPY,2026-05-25,2026-05-27,1,761.0,0.125,0.12,0.13,745.6400146484375,956,0.10938390625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,762.0,0.10500000000000001,0.1,0.11,745.6400146484375,861,0.11182528808593749,0.04,0.013
SPY,2026-05-25,2026-05-27,1,763.0,0.08499999999999999,0.08,0.09,745.6400146484375,1180,0.11353425537109374,0.04,0.013
SPY,2026-05-25,2026-05-27,1,764.0,0.07500000000000001,0.07,0.08,745.6400146484375,2637,0.1167080517578125,0.04,0.013
SPY,2026-05-25,2026-05-27,1,765.0,0.065,0.06,0.07,745.6400146484375,1648,0.11963770996093749,0.04,0.013
SPY,2026-05-25,2026-05-27,1,766.0,0.055,0.05,0.06,745.6400146484375,260,0.1215908154296875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,767.0,0.055,0.05,0.06,745.6400146484375,396,0.12696185546875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,768.0,0.045,0.04,0.05,745.6400146484375,340,0.12842668457031248,0.04,0.013
SPY,2026-05-25,2026-05-27,1,769.0,0.045,0.04,0.05,745.6400146484375,227,0.1333094482421875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,770.0,0.035,0.03,0.04,745.6400146484375,1988,0.133797724609375,0.04,0.013
SPY,2026-05-25,2026-05-27,1,771.0,0.035,0.03,0.04,745.6400146484375,229,0.13868048828125001,0.04,0.013
SPY,2026-05-25,2026-05-27,1,772.0,0.035,0.03,0.04,745.6400146484375,9,0.143563251953125,0.04,0.013
SPY,2026-05-25,2026-05-27,1,773.0,0.025,0.02,0.03,745.6400146484375,62,0.14258669921875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,774.0,0.025,0.02,0.03,745.6400146484375,44,0.147469462890625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,775.0,0.025,0.02,0.03,745.6400146484375,126,0.15235222656250003,0.04,0.013
SPY,2026-05-25,2026-05-27,1,780.0,0.025,0.02,0.03,745.6400146484375,805,0.17383638671875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,785.0,0.015,0.01,0.02,745.6400146484375,779,0.187508125,0.04,0.013
SPY,2026-05-25,2026-05-27,1,790.0,0.015,0.01,0.02,745.6400146484375,396,0.20703917968749996,0.04,0.013
SPY,2026-05-25,2026-05-27,1,795.0,0.015,0.01,0.02,745.6400146484375,1,0.22657023437499998,0.04,0.013
SPY,2026-05-25,2026-05-27,1,800.0,0.015,0.01,0.02,745.6400146484375,5,0.2461012890625,0.04,0.013
SPY,2026-05-25,2026-05-27,1,805.0,0.01,0.0,0.01,745.6400146484375,2,0.2500075,0.04,0.013
SPY,2026-05-25,2026-05-27,1,810.0,0.02,0.0,0.01,745.6400146484375,3,0.2695385546875,0.04,0.013
SPY,2026-05-25,2026-05-27,1,815.0,0.01,0.0,0.01,745.6400146484375,2,0.28516339843749994,0.04,0.013
SPY,2026-05-25,2026-05-27,1,820.0,0.01,0.0,0.01,745.6400146484375,81,0.304694453125,0.04,0.013
SPY,2026-05-25,2026-05-27,1,825.0,0.01,0.0,0.01,745.6400146484375,0,0.32031929687499994,0.04,0.013
SPY,2026-05-25,2026-05-27,1,835.0,0.01,0.0,0.01,745.6400146484375,0,0.35938140625,0.04,0.013
SPY,2026-05-25,2026-05-28,2,525.0,221.14,219.74,222.54,745.6400146484375,0,1.3671906640625,0.04,0.013
SPY,2026-05-25,2026-05-28,2,575.0,171.16,169.76,172.56,745.6400146484375,0,1.0561570629882815,0.04,0.013
SPY,2026-05-25,2026-05-28,2,615.0,131.175,129.78,132.57,745.6400146484375,0,0.8183611914062499,0.04,0.013
